text,cmp_code
"Our plan will invest in strategic infrastructure priorities like northern roads, bridges and ports to build strong regional economies.",411
"We will improve rail safety and infrastructure,",411
and keep the toll off the Champlain Bridge to help commuters while facilitating trade.,411
The NDP will continue support for federal infrastructure commitments under the New Building Canada Fund.,411
"We will expand eligibility to ensure that important recreation, cultural, tourist and ferry infrastructure projects are supported.",411
"The NDP will work with, not against, provinces, territories, Indigenous governments and municipalities to make smart investments while rigorously respecting their jurisdiction.",301
Our plan will simplify application processes by removing mandatory P3 requirements in order to speed up construction and reduce federal interference in local priorities.,301
"By year four, the NDP's plan will create 54,000 construction, manufacturing and transit operations jobs across the country",410
and add $4.5 billion to Canada's GDP.,410
"Unlike Justin Trudeau's reckless promise of years of deficits and future cuts, the NDP's commitment increases investment sustainably each year to grow the economy while balancing the budget.",305
"TRANSITIONING TO A CLEANER FUTURE, A GREENER ECONOMY",NA
"Canada can no longer afford to stand on the sidelines when it comes to tackling catastrophic climate change and transitioning to a cleaner, greener economy.",416
"After almost a decade of Conservative government, Canada's international reputation has suffered as a result of the failure to diversify Canada's economy and to transition to clean energy and technologies.",305
"The vast majority of Canadians have clearly called for the federal government to take a leading role in the fight against climate change and in transitioning Canada to a cleaner economy, but Stephen Harper has refused.",305
"The NDP understands that developing Canada's clean energy sector will stimulate the economy, create jobs and reduce greenhouse gases.",416
In addition to the NDP's Better Transit Plan,411
"and investing in local infrastructure such as community energy systems,",411
"the NDP will make strategic investments totaling $1.5 billion over four years to tackle climate change and adapt our communities,",501
"including:   Improving energy security, affordability and reducing pollution by investing $100 million in renewable energy development in northern and remote communities.",501
Supporting local sustainable development leaders by investing $150 million in our communities through the Green Municipal Fund.,501
Providing support for improved passenger rail infrastructure,411
and restoring funds cut from regional rail services across Canada.,411
Reducing water pollution by investing $200 million in wastewater infrastructure in small communities.,411
Preventing damage from natural disasters by investing $400 million in flood mitigation measures and seismic upgrades for schools.,411
"The NDP will also strengthen disaster relief financial assistance arrangements with provinces,",301
and invest $9 million annually to develop emergency plans and provide equipment and training for first responders.,411
Making the federal government a leader in electric transportation and energy efficiency.,501
The NDP will create federal targets for the electrification of federal fleets,501
"and strengthen Canada's green procurement policy to reduce long-term fuel and maintenance costs,",501
including the installation of 150 electric vehicle charging stations on federal properties across Canada.,501
"In addition, recognizing the leadership taken by provinces and efforts already underway, the NDP will work with provinces, territories, municipalities and Indigenous governments to:",301
Introduce green bonds so that canadians can invest in a cleaner economy.,501
"Green Bonds will provide low-risk financing of up to $4.5 billion for clean energy development, climate resilient infrastructure, commercial and industrial energy retrofits, and other sustainable development projects.",501
"Green Bonds will be independently invested and managed, while providing Canadians with a government-backed, reasonable rate of return.",501
Tom Mulcair knows that the right choice the only responsible choice is for Canada to commit to an approach based on sustainable development.,416
"Not only is it the right thing to do, but it will also help ensure our long-term prosperity as a nation in a competitive global economy.",416
We must start working with the world and stop working against the planet.,416
OPPORTUNITIES FOR YOUNG CANADIANS,NA
Education is the foundation that allows Canadians to build a secure future,706
"As parents, you want to see your children succeed and have the same or better opportunities than you had.",706
"Under the Conservatives, many young people have worked hard and struggled to afford their educational opportunities.",305
"But by the time they finish their studies, they have mortgaged their future in student loans.",305
"DELIVERING AFFORDABLE, ACCESSIBLE POST-SECONDARY EDUCATION",NA
"The NDP knows that for many young people, a quality college or university education is the key to a secure economic future.",506
We will make education more accessible and affordable by:   Phasing out interest on all federal student loans.,506
"Over the next seven years, interest on federal student loans will be eliminated.",506
The federal government will work with the Quebec and territorial governments to ensure equivalent benefits are made available to students under those systems.,301
Boosting funding for the canada student grants program.,506
"The Canada Student Grants program will receive additional funding of $250 million, ramped up over four years, to make education more affordable with an emphasis on helping low-income and Indigenous students, as well as students living with disabilities.",506
"CREATING JOBS, TRAININGS AND OPPORTUNITY FOR THE FUTURE",NA
"As the foundation to building a promising future, an affordable education should lead to greater chances of finding a good job.",506
"During the Conservatives' lost decade, youth unemployment is nearly double the national average.",305
The NDP will take concrete steps to help young Canadians get a good start in the labour market by:   Helping to create tens of thousands of jobs for young canadians in both the private and public sectors.,411
"Working with private sector employers and non-profits, this program will ensure the creation of 40,000 jobs, co-op placements and internships for youth.",411
The NDP will also bring in a requirement for youth apprenticeships in all major federally owned infrastructure and public works projects.,411
Amending the canada labour code to ensure young canadians are treated fairly.,706
"The NDP changes will ensure that the abuse of unpaid internships in federal jurisdiction stops,",706
making sure that young Canadians are fairly paid and receive important workplace protections.,706
The changes will also restrict so-called two-tier€ provisions in employment contracts that all too often leave young workers at a disadvantage.,706
Providing direct investment to support young farmers.,703
"To ensure opportunities for Canada's young farmers and support the long-term sustainability of our rural communities, we will invest $85 million towards flexible start-up grants and direct capital support towards access and down payment programs.",703
 Between 1991 and 2011," the number of farms where the oldest operator was less than 40 years old declined almost 75%. » (Statistics Canada)"""
Providing recruitment and training grants for better health care.,504
"The NDP will deliver federal recruitment and training grants ranging from $15,000 to $50,000, helping to hire up to 7,000 doctors, nurse practitioners and other providers.",506
"Students can apply while studying to help cover their tuition fees and return service after graduation, or international graduates can apply with the same return-of-service provision.",506
An NDP government will also hold EI premiums steady for four years,402
"and invest in expanded training and benefits for young Canadians, precarious workers, workers in seasonal industries and new parents.",411
"Tom Mulcair's plan to make EI sustainable and reliable will assist young Canadians by creating as many as 90,000 training and work transition opportunities.",411
HELP WHERE IT'S NEEDED MOST,NA
Over a million Canadian children and their families live in poverty.,503
"For many, that means living in substandard housing and going to school without enough to eat.",503
"In a country as prosperous as Canada, we shouldn't be leaving anyone behind.",503
"In 1989, the House of Commons unanimously adopted former NDP leader Ed Broadbent's motion to end child poverty in Canada.",305
"But for 25 years, Conservative and Liberal governments have either done nothing or made token efforts to tackle this problem.",305
The NDP knows that one of the most important ways to judge the conscience of our country is how we treat our most vulnerable citizens.,503
Our government has to do more.,503
Much more.,503
PROTECTING THE MOST VULNERABLE,NA
"The NDP has a plan to lift families out of poverty, and we will back up our commitments in law.",503
We know the only meaningful result is when no children are living in poverty so we will table legislation that sets goals to get us there.,503
"To reach our goal, the NDP will eliminate the unfair CEO stock option loophole",503
"and redirect every penny of this tax break, which largely benefits people earning over $250,000, into eliminating child poverty.",504
The NDP will:   Introduce an act to eliminate poverty in canada.,503
"In consultation with provincial, territorial, municipal and Indigenous governments and with non-governmental organizations,",301
this Act will set targets and include regular reports to Parliament and all Canadians on the country's progress towards this important milestone.,503
Increase the government's investment in the Working Income Tax Benefit by over 15% to provide additional financial support to Canadians who work but still live below the poverty line.,504
Boost the national child benefit supplement by $300 million annually.,504
This change will provide additional financial supports to the most vulnerable families with children and is a direct way to reduce child poverty.,504
Create a national council on poverty elimination.,503
"This council will engage the expertise and experience of Canadians in finding workable, sustainable solutions to help Canada eliminate poverty.",503
This independent advisory council will be modelled after the National Council of Welfare.,503
STRENGTHENING RETIREMENT SECURITY,NA
"No one should have to grow old in poverty, insecurity or isolation.",503
A 2014 report by Statistics Canada showed that the number of seniors living in poverty who live alone is nearly one in three.,503
Canadians deserve to retire in dignity.,503
"Under Stephen Harper, too many Canadian seniors are living in poverty and it's leaving them vulnerable in their hard-earned retirement.",305
The number of seniors will nearly double in the next 25 years.,706
The NDP is the only party with a National Strategy on Aging that will ensure that everyone can age with dignity.,503
"An NDP government will complete the work started by Jack Layton and boost the Guaranteed Income Supplement (GIS) by up to $400 million,",504
as well as consult with experts and stakeholders to ensure seniors that are most in need will benefit from this initiative.,202
The NDP has already committed to reversing Stephen Harper's plan to raise the eligibility for Old Age Security from 65 to 67.,701
The NDP plan to protect retirement security and address seniors' poverty includes:   Reversing the conservatives' reckless decision to raise the age of retirement from 65 to 67.,701
"This will give Canadians access to up to $13,000 in additional retirement income.",504
Increasing the canada/quebec pension plan benefit.,504
"The provinces have long expressed interest in expanding the CPP/QPP, so the NDP will call a First Ministers' Meeting within the first 100 days of our government to get started on this initiative.",301
"Increasing the guaranteed income supplement to help lift 200,000 seniors out of poverty.",504
Amending federal bankruptcy legislation to move pensioners and those on long-term disability up the line of creditors when their employer declares bankruptcy or enters court protection.,403
The NDP remains committed to ensuring that public sector employees are treated fairly in retirement.,503
"The Conservatives have attacked the public service at every turn, and the Liberals have already announced that they intend to make massive cuts to the public service to balance the budget after their reckless deficit spending spree.",305
"That's why the NDP will:   Halt efforts to convert public sector defined benefit pension plans to target benefit plans,",503
and protect the benefits to which present and future pensioners in federally regulated sectors are entitled.,503
The NDP has the plan and the team to reverse the damage done by Stephen Harper.,305
"Canadian seniors can't afford another four years of Stephen Harper's Conservatives, and they can't afford to bring back the reckless Liberal approach of the 1990s.",305
DEFENDING THE RIGHTS OF PERSONS LIVING WITH DISABILITIES,NA
Stephen Harper's own report on how Canada is living up to the United Nations (UN) Convention on the Rights of Persons with Disabilities (CRPD) confirms that the government has done little to improve quality of life for persons living with disabilities.,305
Persons living with disabilities are twice as likely to be living in poverty compared to other Canadians.,503
"The situation is worse for persons with disabilities living in Indigenous communities,",503
which have been actively ignored by the Harper government.,305
"As a signatory to the UN CRPD, Canada must take its obligations to Canadians living with disabilities more seriously.",503
That's why the NDP will:   Introduce a comprehensive canadians with disabilities act,503
"Developed in consultation with provinces and Canadians living with disabilities,",301
"the Act will eliminate barriers and promote accessibility, effective participation and equality of opportunity for persons living with disabilities.",503
Fully implement the un convention on the rights of persons with disabilities.,201
The NDP will develop a national action plan with concrete steps to implement the UN CRPD.,107
"This plan will include mechanisms for collaboration, monitoring and reporting progress, and strategies for achieving priorities of the disability community including: disability supports, poverty alleviation, labour market participation, accessibility, and full participation and inclusion.",107
We will also bring an end to Canada's reservation on Article 12 (equal recognition before the law),107
and ratify the optional protocol that provides for a complaints mechanism.,107
Undertake a review of income security programs for persons living with disabilities.,503
"The NDP will work with the provinces, territories, Indigenous communities and stakeholders",301
"to conduct a review of existing income support programs for persons living with disabilities with a goal of coordinating benefits, increasing accessibility and improving the lives of persons living with disabilities.",503
Fix the broken process for CPP Disability appeals.,503
RESTORING HOME DELIVERY OF MAIL,NA
"Over the past several months, Canadians have seen so-called community mailboxes€ popping up in their neighbourhoods.",305
This is the latest step in the Conservatives' plan to eliminate home delivery of mail.,305
"At the direction of Stephen Harper, Canada Post has been implementing a sweeping five-year plan designed to end door-to-door mail delivery for millions of Canadian households.",305
The home delivery of mail is a simple matter of fairness.,413
The cuts to home delivery impact seniors and persons living with disabilities the most.,503
"For them, this service is essential.",503
"Not only will this make life harder for many Canadians, it will also cost Canada Post millions of dollars to defend this wrong-headed approach in court.",413
"Hundreds of mayors have expressed their opposition to this decision, and cities like Hamilton and Montreal have already launched legal challenges to the Conservative plan.",413
"Last year, Canada Post made $200 million in net profits.",413
They have the ability and the resources to restore home mail delivery.,413
The NDP will:   Put an immediate stop to the Conservatives' plan to end home delivery of mail.,413
"We will stop the Conservative plan that unfairly impacts seniors and persons living with disabilities,",503
and restore home delivery for the one million Canadian households where it has already been cut.,413
The NDP will direct Canada Post to develop a new plan to restore home delivery,413
"and to generate long-term sustainable revenues to maintain services, while protecting Canadian taxpayers.",413
ENDING VIOLENCE AGAINST WOMEN,NA
"On a single night in April last year, more than 500 women and children who were fleeing violence were turned away from shelters across this country.",305
"Despite these alarming numbers, Stephen Harper has consistently shown that ending violence against women and girls is not a priority for his government.",305
Tom Mulcair's priority is to end violence against women.,503
"We can no longer accept the status quo we must take meaningful and significant action to address the violence being inflicted on our sisters, mothers and daughters across Canada.",503
"Too often, government policy and legislation fail to advance equality for women and many other marginalized groups in our society.",503
"An NDP government will ensure all legislation and government policy is gender responsive and advances equality for women, girls and other disadvantaged groups.",503
The NDP will:   Create an action plan to end violence against women in Canada.,503
An NDP government will work with women's groups and Indigenous communities and organizations to create a comprehensive national action plan to end violence against women.,503
"The plan will have dedicated funding and clear benchmarks,",503
"and will focus on women who are most vulnerable to violence, including Indigenous women.",503
Ensure that no woman or child in need will be turned away from a women's shelter.,504
The NDP will restore the Shelter Enhancement Program ended by the Conservatives.,504
The NDP will expand access to shelter,504
and transition resources for women and girls needing support so that no woman in need is ever turned away.,504
PAY EQUITY,NA
"In Canada, like far too many other countries, there is a substantial compensation gap between men and women.",503
The NDP does not accept this status quo and will take concrete steps to address this problem.,503
Take action to close the pay gap between pay for men and women.,503
"We will enact all of the outstanding recommendations of the Pay Equity Task Force released over a decade ago, starting with proactive pay equity legislation requiring public sector employers to take concrete measures so that all employees receive equal pay for work of equal value.",503
MOVING FORWARD ON WOMEN'S EQUALITY,NA
The NDP has fought for years for women's equality.,503
We are committed to ensuring pay equity and ending violence against women.,503
"As we work to ensure greater support and more resources to pursue equality for women, the NDP will:   Ensure access to safe, reliable sexual and reproductive health care.",504
"We will enforce the Canada Health Act to ensure that all provinces provide health services to women who need them,",504
"including accessible, reliable abortion services.",604
Enhance the mandate of Status of Women Canada.,503
The NDP will give the agency a strong mandate to advance women's and girl's equality in Canada,503
while ensuring funding for women's organizations includes advocacy work and independent research in line with Canada's international obligations.,504
Mandate that half of all government appointments to the boards of Crown corporations and government agencies are women.,503
"Require that publicly traded, federally regulated companies have a minimum of 40% women on their boards.",503
EQUAL RIGHTS AND OPPORTUNITIES,NA
"The NDP has a proud history of supporting progressive, inclusive policies and ending all forms of discrimination against Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) Canadians.",503
Canada's first openly gay MP was an NDP MP.,305
He was the first to propose same-sex marriage legislation in Parliament seven years before it was legalized.,305
There's much more work to do and not just at home.,503
Canada must stand up and be counted in international struggles to end discrimination against LGBTQ persons.,503
"The NDP will recognize and take action on historic wrongs faced by the LGBTQ community, including:   Adding gender identity and gender expression as prohibited grounds for discrimination in the Canadian Human Rights Act",201
and as a basis for hate crimes in the Criminal Code.,605
Suspending criminal records for individuals convicted of outdated and discriminatory offences which are no longer illegal.,503
Revising service records for those discharged from the Canadian Forces on the basis of sexual orientation or gender identity.,503
"The NDP will also work to right historic wrongs, such as issuing an official apology for civil servants fired on the basis of sexual orientation or gender identity.",503
"The NDP can always be counted on to defend and protect achieved rights, including spousal benefits and same-sex marriage.",503
RESPECTING NORTHERNERS,NA
New Democrats recognize that many Canadians living in the North face unique challenges,706
and will take immediate steps to help improve their quality of life.,706
The NDP will:   Ensure that the Northern Residents Tax Deduction keeps pace with their needs and the rate of inflation in the North.,504
Fix the Nutrition North food subsidy program by immediately including the 50 fly-in communities that are not currently eligible with an investment of $32 million.,504
ENSURING LOW-INCOME YOUTH CAN PARTICIPATE IN SPORTS,NA
There is strong evidence that lower household incomes have a significant negative impact on children's enrolment in sports.,502
"Team sports are a great way for children to be active, but also to develop team and leadership skills that will serve them well later in life.",502
It's important that all children have the opportunity to participate in team sports.,502
Less than 10% of youth aged 5 to 17 are getting the recommended 60 minutes of physical activity each day.,502
"Under Stephen Harper, Canada received a grade of D for the physical activity of our youth.",305
"The Conservative plan isn't working for our children and grandchildren, and it's time to do better.",305
"Whether it's taking part in recreational sports activities for healthy living or representing our country on the world stage as part of Team Canada, our youth should have equal opportunity to play sports.",502
More can be done and needs to be done to ensure our children are active and healthy.,502
Every child deserves an active and happy childhood.,502
"To support our youth, the NDP will:   Provide $28 million over four years to Sport Canada to ensure youth participation in sports with a focus on low-income and disadvantaged youth.",502
This investment increases available funding to provinces and territories for community sports programs through Sport Canada bilateral agreements.,502
"It will also help increase participation of underrepresented groups in sports activities, including girls and young women, new Canadians, youth living with disabilities, as well as low-income, Indigenous and LGBTQ youth.",502
Provide national sports federations with grants to support their initiatives to address concussions in youth sports.,502
SUPPORTING INDIGENOUS COMMUNITIES,NA
"After decades of inaction in Ottawa, First Nations, Inuit and Mtis communities have reached a tipping point.",705
"There have been moments that encouraged hope and optimism: the day the Government of Canada issued its apology for the tragedy of residential schools, or the day the Shannen's Dream motion, sponsored by NDP MP Charlie Angus (Timmins€“James Bay), was adopted by the House of Commons.",705
We thought maybe change was coming at last.,705
"But as the years passed, there was no change.",705
Too many empty promises have been made with little progress,705
The NDP believes that not only is change possible; we believe that change is necessary.,705
"With a dedicated team including 22 Indigenous candidates running in this election, we are ready to make change happen.",305
"It is time for a new era that embraces a true Nation to Nation relationship built on respect and, above all, makes meaningful progress when it comes to bringing about change.",301
A new era means an understanding that meaningful consultation and respecting rights€ isn't just a catchphrase.,301
"Without real, meaningful consultation, our country cannot move forward.",301
"With your support, working together, we will make change happen.",301
ESTABLISHING A NATION TO NATION RELATIONSHIP,NA
We will work on a Nation to Nation basis with Indigenous communities.,301
"After so many years of broken promises, it's time for a Prime Minister you can trust to be a respectful partner.",301
"The NDP will:   Create a cabinet-level committee chaired by Prime Minister Tom Mulcair to ensure that all government decisions respect treaty rights, inherent rights and Canada's international obligations.",503
Implement the principles of the United Nations Declaration on the Rights of Indigenous Peoples.,107
"Take action on the Truth and Reconciliation Commission's recommendations on a priority basis established in consultation with provinces, Indigenous communities and others,",301
starting with a funding contribution of $8 million over four years to the National Centre for Truth and Reconciliation.,503
"Call a national inquiry into the issue of the 1,200 missing and murdered Indigenous women in our first 100 days.",503
Remove the punitive 2% funding cap on social transfers to Indigenous communities imposed by previous Liberal and Conservative governments,301
and establish a fair fiscal relationship to close the gap between Indigenous communities and Canadians.,301
Fix our country's broken treaty process,301
and deal with unresolved land claims.,301
CLOSING THE EDUCATION GAP,NA
We must not fail another generation.,506
"Secondary school graduation rates are 53% for First Nations students on-reserve, compared to 85% graduation rates for other Canadians.",506
"Inspired by the Shannen's Dream movement, we commit to closing the education gap to ensure that every Indigenous child gets the educational opportunities afforded to every other child in Canada.",506
"To give Indigenous youth the best opportunities in life, the NDP will:   Work with Indigenous communities through a meaningful collaborative process to develop new education policies and laws based on the principle of Indigenous self-government.",301
Make a new investment in First Nations education of $1.8 billion over the next four years to immediately begin the work of ensuring every Indigenous child gets the educational opportunities afforded to every other child in Canada.,506
Continue the work with annual increases over the long term based on an escalator so that the increase to First Nations education amounts to $4.8 billion over eight years.,506
Provide skills training by working with Indigenous partners to renew and improve the Aboriginal Skills and Employment Training Strategy and ensure its long-term sustainability.,411
STRENGTHENING INDIGENOUS COMMUNITIES,NA
It's time we had a government that spends more time working with Indigenous communities than fighting them in court.,301
"First Nations, Inuit and Mtis communities need a federal partner that will work with them as they establish their priorities.",301
And we need to act on the reality that many Indigenous peoples are making their homes in Canada's cities.,705
"An NDP will:   Improve critical infrastructure in Indigenous communities such as housing,",504
"schools,",506
and clean water and sanitation facilities with $375 million of new investments over four years.,411
"Address the needs of urban First Nations, Inuit and Mtis people with special attention to the appropriate development and delivery of affordable housing,",504
"public health care,",504
education,506
"and skills training,",411
as well as the development of economic and employment opportunities.,411
"Furthermore, the ability to not just maintain but revitalize Indigenous culture and languages requires focused effort and investment.",607
"The NDP will:   Support initiatives to revitalize Indigenous languages by establishing,",607
"in consultation with Indigenous communities,",301
a National Indigenous Languages Revitalization Fund,607
and a National Indigenous Languages Institute with a total new investment of $68 million over four years.,607
SAFE AND SECURE CANADA,NA
"To build the country of our dreams, we must be secure in our freedoms and resolute in our openness to build a more inclusive society.",606
"Stephen Harper's narrow approach has left middle-class families less safe, both at home and abroad.",305
"He talks about being tough on crime, but we have fewer police on our streets to enforce the law.",305
"He claimed Bill C-51 would combat terror threats, but anti-terrorism experts say the bill not only threatens Canadians' rights and freedoms, it puts families at greater risk of terrorist attack.",305
"He promised smart foreign relations that would ensure Canada was respected on the world stage, but instead we were denied a seat on the UN Security Council and veterans who fought for our country have been left scrambling for basic dignity.",305
Reckless cuts and empty promises won't make Canadian families safer.,305
We need a plan that will ensure that the police who protect us at home,605
and our soldiers all over the world have the tools they need to do their jobs.,104
"More importantly, by building a more inclusive country, we will create more connected communities, increase our economic resilience and build the strong, safe communities that will make us the envy of the world.",606
MAKING OUR COMMUNITIES SAFER,NA
The NDP's plan for safer communities starts with an investment in more front-line police officers.,605
"It is boots on the ground that help to fight crime, not empty Conservative promises",305
"Stephen Harper's plan is failing and despite years of his 'tough on crime' rhetoric, the number of police officers per capita in Canada has been on the decline.",305
"For example, this past spring Stephen Harper promised the people of Surrey, BC, additional RCMP support to help address the city's increasing concerns over guns and gang violence, but he has failed to deliver.",305
"To help police protect our communities, the NDP will:   Work with provinces, territories, municipalities and Indigenous communities",301
"to provide stable, ongoing funding to put 2,500 new officers on the streets and keep them there.",605
"In addition, the NDP will boost community safety in Canada by:   Providing the Canada Border Services Agency with additional support to make our borders more efficient for travellers, and secure for all Canadians.",605
Ensuring that communities have the resources they need to invest in crime prevention and anti-gang programs especially those designed for youth by investing an additional $30 million.,605
"Giving police the tools they need to do their job by tackling the backlog in the Canadian Police Information Centre database, known as CPIC, a national tool for police and prosecutors to check the criminal history of suspects and those charged with or convicted of new offences.",605
New Democrats will free up front-line resources to ensure that police have the tools they need to keep our communities safe.,605
We will also make smart investments to ensure that police can focus on public safety.,605
"For example, front-line police have been calling for better strategies on mental health, like the ones outlined in our health care commitments.",605
We need a shift from dealing with the crisis to preventing the crisis from occurring in the first place.€ €“Jim Chu, former Chief of Vancouver Police Department
The NDP will also take steps to ensure that police are free to focus on serious crimes by:   Immediately decriminalizing possession of personal amounts of marijuana.,604
"Adopting recommendations of the Correctional Investigator of Canada to ensure appropriate care, treatments and procedures are available in prison for offenders with mental illness.",504
"Improving access to prison rehabilitation programs, which are proven to reduce the rate of re-offence.",504
"CLEAR REGULATIONS, CLEAR ACCOUNTABILITY",NA
The Government of Canada has an important role to ensure public safety in many areas of people's lives.,403
Two in particular require focused attention to fix the tragedies and near misses we have experienced as a country.,403
The increased shipment of commodities by rail has brought increased scrutiny to the safety of practices and approaches used by the shippers.,403
All Canadians were shocked by the tragedy in Lac-Megantic.,403
"To ensure no other community has to go through this kind of sorrow, shock and anger, the NDP will:   Immediately launch a public inquiry into the Lac-Megantic tragedy to improve transportation oversight.",403
"Significantly improve the number and quality of rail inspections and audits,",403
while issuing strong penalties for safety violations.,403
"Ensure that railways are adequately investing to improve the safety of rail infrastructure,",411
while making key public investments in rail safety upgrades and passenger rail infrastructure across Canada.,411
"Protect communities by phasing out unsafe rail cars carrying dangerous goods,",403
"providing better information to provinces, municipalities and first responders,",403
and taking action where necessary to lower speeds and re-route dangerous goods.,403
Few other regulatory roles of government are more important or more wide-ranging than ensuring the safety of our food supply.,403
Canadians have seen first-hand how the outbreak of a food-borne illness can have devastating and far-reaching consequences.,403
"In order to better protect Canadians and their food supply, the NDP will:   Undo the Conservatives' damaging cuts to the Canadian Food Inspection Agency.",403
hese cuts have put the health and safety of Canadians at risk.,403
We will conduct an immediate audit of the CFIA to address the adequacy of inspection processes.,403
We will also reverse the Conservatives' damaging decision to increase self-regulation in Canada's food processing sector.,403
"Ensure clear, accurate and verifiable labelling on the origin of food and food products, including those that have undergone genetic modification.",403
Work with industry and stakeholders to modernize animal welfare legislation,501
and update the Health of Animals Regulations.,501
FIGHTING TERRORISM WHILE PROTECTING PERSONAL LIBERTIES,NA
Stephen Harper's Conservatives passed their dangerous and ineffective Bill C-51 with the support of the Liberals.,305
They teamed up to weaken the fundamental freedoms of every single Canadian.,305
That's wrong.,305
"The Liberals have tried to have their cake and eat it too when it comes to Bill C-51: after saying they opposed it, they voted with Stephen Harper to pass the bill.",305
Justin Trudeau referred to Bill C-51 as a great example of what Canadians expect their government to be able to do.,305
Then he said he thought it was probably unconstitutional.,305
Even Liberal candidates don't buy Justin Trudeau's failure of leadership on C-51.,305
Tom Mulcair's NDP voted against C-51 €“,305
and an NDP government is committed to fighting terrorism,605
while protecting our personal liberties.,201
We will:   Repeal Bill C-51 within our first 100 days in office.,201
Restore the position of Inspector General for the Canadian Security Intelligence Service (CSIS).,201
"Allow the Security Intelligence Review Committee to conduct joint investigations with Canada's other independent national security review bodies, as recommended by the Maher Arar Commission.",201
Improve oversight of national security intelligence activities through the establishment of a special committee of Parliament.,202
"Today, Canada is not making an effective contribution to the fight against terrorism and extremism.",107
"To better harness the valiant efforts of our men and women in the Canadian Forces, the NDP will take a new approach.",107
The NDP will:   End the ineffective combat mission in Iraq and Syria,105
and redirect Canada's resources to saving the lives of civilians displaced by the conflict.,107
"Work with regional and international allies to cut off the flow of funds and weapons to extremist groups, including the Islamic State",107
Prioritize de-radicalization efforts to protect Canada's youth from ISIS recruitment by creating a National Coordinator who will work in cooperation with local communities.,504
CANADIAN FORCES IN THE 21ST CENTURY,NA
"After almost a decade in government, the Conservatives have failed to effectively manage the Department of National Defence (DND), and have left the Canadian Armed Forces (CAF) with a legacy of outdated equipment, bungled procurements, and a shameful disregard for CAF members when they need help.",305
"A new vision is necessary to ensure that our military can defend Canada, protect Canadians, and contribute to international peace and security with an agile, well-equipped, world-class force.",104
"As a result of Conservative cuts, already long overdue new equipment purchases are being delayed for years.",305
The attempt to sole-source the F-35 fighter jet while hiding the full costs was just one of several major procurement failures on the Conservatives' watch.,305
But the most shameful failure of the Conservatives during their time in office is the treatment of members of the Canadian Armed Forces and veterans.,305
CAF members who have to sell their homes at a loss when they are transferred have been unfairly compensated.,305
The grievance process simply isn't working to resolve CAF members' issues.,305
"The Universality of Service policy has led to the unnecessary discharge of men and women, many of whom have been coping with mental or physical injury that could have been accommodated.",305
"Moreover, many have been released without adequate support to transition to a new life outside of the military.",305
"Additionally, the failure to acknowledge and address the problem of sexual harassment and assault in the military has been well-documented.",305
"Given these challenges, it's clear that Canada's defence policy requires review.",107
It's time for a made-in-Canada defence strategy that reflects modern global realities.,107
"The NDP will:   Provide the Canadian Forces with the personnel, equipment and training they need to defend Canada and protect Canadians.",104
"Carry forward the National Shipbuilding Procurement Strategy to ensure Canada has the ships we need,",104
and focus on industrial and regional benefits to support our shipyards.,410
Ensure fairer treatment of our men and women in uniform and their families by improving the grievance process.,503
"Immediately address the deficit of mental health supports in the Canadian Forces,",504
and provide psychologists in uniform as part of deployable mental health teams.,504
"Reform the Universality of Service Principle, which is unfair to our men and women in uniform.",503
Draft a new Defence White Paper by 2016 to articulate a clear strategic vision for the Canadian Armed Forces and Canada's defence policy in the 21st Century.,104
Meet our military commitments by maintaining Department of National Defence budget allocations.,104
"Improve our search and rescue systems to meet international standards with respect to response times,",104
and ensure that our capabilities are sufficient to meet the needs of the North.,104
"Launch a comprehensive review, as part of the Defence White Paper, to determine how best to meet Canada's needs in the replacement of our aging fleet of CF-18 Fighters,",104
and ensure that any new program is subject to a competitive process.,303
"Implement a fair and open process for military purchasing, ensuring that Canadians get the most competitive price and that military personnel get what they need.",303
Increase transparency within the Department of National Defence through the creation of the Office of the Inspector General.,202
"Implement the recommendations of former Supreme Court justice Marie Deschamps to address sexual harassment and assault in the military,",503
and continue the movement to reform and civilianize the military justice system.,605
Tom Mulcair would get us back to being #1 in peacekeeping again.,107
The NDP will work to increase our contribution to UN peacekeeping missions every year so Canada can become the top western contributor to peacekeeping.,107
"The NDP will also seek to contribute personnel who can play a leadership role and prioritize the contribution of personnel to situations requiring advanced linguistic, logistical and intercultural expertise.",107
TREATING OUR VETERANS WITH RESPECT,NA
"Stephen Harper has clawed back veterans' pensions, cut front-line services and failed veterans with post-traumatic stress disorder (PTSD).",305
"To add insult to injury, Stephen Harper then spent nearly a million dollars of their own tax dollars fighting them in court.",305
"The Conservatives closed nine Veterans Affairs offices, which made it harder for veterans to get the services they need.",305
Tom Mulcair's plan will reverse the Conservatives' disrespect of these nation-builders with investments to improve medical care for Canada's veterans and their families.,504
"The NDP will ensure Canada honours the sacrifices of our veterans and provides the services and benefits they've earned by making a $454-million investment over four years to help give veterans the help they need and deserve,",504
"including:   Working with veterans to immediately review, update and improve the New Veterans Charter, including addressing the issue of lump-sum payments currently offered to seriously injured veterans.",504
"Developing a One Veteran, One Standard€ policy that ensures all veterans are treated equally, regardless of when or where they served.",503
Providing $165 million to improve treatment for veterans with PTSD and mental health issues.,504
Enhancing long-term care for Canadian Veterans,504
and expanding the Veterans Independence Program.,504
