"text","cmp_code"
"and ensure that spending between elections is subject to limits as well.","202"
"LEADER'S DEBATE",NA
"We will establish an independent commission to organize leaders' debates.","202"
"Elections are a time for Canadians to learn more about political parties, their leaders, and their policies.","202"
"When it comes to leaders' debates, the focus should be on educating and engaging Canadians, not on twisting the rules for political advantage.","202"
"We will establish an independent commission to organize leaders' debates and bring an end to partisan gamesmanship.","202"
"ELECTORAL REFORM",NA
"We will make every vote count.","202"
"We are committed to ensuring that 2015 will be the last federal election conducted under the first-past-the-post voting system.","202"
"We will convene an all-party Parliamentary committee to review a wide variety of reforms, such as ranked ballots, proportional representation, mandatory voting, and online voting.","202"
"This committee will deliver its recommendations to Parliament.","202"
"Within 18 months of forming government, we will introduce legislation to enact electoral reform.","202"
"YOUNG CANADIANS",NA
"We will engage with first-time voters","202"
"and encourage more Canadians to vote.","202"
"Every young person should be registered to vote when they turn 18.","202"
"We will work with interested provinces and territories, and Elections Canada, to register young Canadians as a part of their high school or CEGEP curriculum.","301"
"To ensure that no young person loses the opportunity to vote, we will mandate Elections Canada to stay in contact with them if they change addressesafter graduation.","202"
"Finally, to encourage more voter participation, we will support Elections Canada in proactively registering Canadians from groups that historically have lower turnout, such as students.","202"
"EASIER VOTING, STRONGER PUNISHMENTS FOR LAW BREAKERS",NA
"We will make it easier for Canadians to vote,","202"
"and harder for election lawbreakers to evade punishment.","605"
"We will repeal the anti-democratic elements in Stephen Harper's Fair Elections Act, which make it harder for Canadians to vote and easier for election lawbreakers to evade punishment.","305"
"We will restore the voter identification card as an acceptable form of identification.","202"
"We will also increase penalties so that there are real deterrents for deliberately breaking our election laws.","605"
"GIVING CANADIANS A VOICE IN OTTAWA",NA
"For Parliament to work best, its members must be free to do what they have been elected to do: represent their communities and hold the government to account.","202"
"Government must always stay focused on serving Canadians and solving their problems.","202"
"SENATE REFORM",NA
"We will bring real change to the Senate.","202"
"The status quo is not an option: the Senate needs to change.","202"
"We need to end the partisan nature of the Senate.","202"
"We also believe that government should focus its efforts on the priorities of Canadians, not on more rounds of constitutional negotiations.","203"
"We will create a new, non-partisan, merit-based process to advise the Prime Minister on Senate appointments.","202"
"QUESTION PERIOD",NA
"We will reform Question Period so that all members, including the Prime Minister, are held to greater account.","202"
"As the head of government, the Prime Minister represents all Canadians and should be directly accountable to all Canadians.","202"
"We will introduce a Prime Minister's Question Period to improve that level of direct accountability.","202"
"We will also empower the Speaker to challenge and sanction members during Question Period, and allow more time for questions and answers.","202"
"We will look at other ways to make Question Period more relevant, including the use of online technologies,","202"
"and will work with all parties to recommend and bring about these changes.","202"
"FREE VOTES",NA
"We will make free votes in the House of Commons standard practice.","202"
"We will give Canadians a stronger voice in the House of Commons by limiting the circumstances in which Liberal Members of Parliament will be required to vote with Cabinet.","202"
"For members of the Liberal Caucus, all votes will be free votes with the exception of:  those that implement the Liberal electoral platform;","202"
"traditional confidence matters, like the budget;","202"
"and  those that address our shared values and the protections guaranteed by the Charter of Rights and Freedoms.","202"
"PROROGATION AND OMNIBUS BILLS",NA
"We will not resort to legislative tricks to avoid scrutiny.","202"
"Stephen Harper has used prorogation to avoid difficult political circumstances.","305"
"We will not.","202"
"Stephen Harper has also used omnibus bills to prevent Parliament from properly reviewing and debating his proposals.","305"
"We will change the House of Commons Standing Orders to bring an end to this undemocratic practice.","202"
"GOVERNMENT WATCHDOGS",NA
"We will not interfere with the work of government watchdogs.","202"
"Our Officers of Parliament do important work in helping Canadians.","202"
"We will ensure that all of the officers are properly funded and accountable only to Parliament, not the government of the day.","202"
"SUPREME COURT APPOINTMENTS",NA
"We will make the Supreme Court appointment process more transparent.","202"
"Under Stephen Harper, the all-party Supreme Court appointment process has been disrespected and degraded, culminating in the Prime Minister's unprecedented attacks on the Chief Justice.","305"
"We will restore dignity and respect to the relationship between government and the Supreme Court.","202"
"We will work with all parties in the House of Commons to ensure that the process of appointing Supreme Court Justices is transparent, inclusive, and accountable to Canadians.","202"
"We will ensure that the process involves proper consultation with authorities throughout the legal profession, including the provinces, provincial law societies, provincial appellate and superior courts, and the Chief Justice of the Supreme Court.","202"
"We will ensure that all those appointed to the Supreme Court are functionally bilingual.","202"
"PARLIAMENTARY BUDGET OFFICER",NA
"We will make the Parliamentary Budget Officer truly independent.","202"
"The decisions that government makes must always be based on the latest, most accurate information available.","202"
"That includes information about the state of the nation's finances.","202"
"To make sure that we have the best information on hand, we will ensure that the Parliamentary Budget Officer is truly independent of the government.","202"
"We will make sure that the office is properly funded, and accountable only and directly to Parliament, not the government of the day.","202"
"To help Canadians make informed decisions during elections, we will also add the costing of party platforms to the Parliamentary Budget Officer's mandate.","202"
"Starting with the next election, Canadians will have a credible, non-partisan way to compare each party's fiscal plans.","202"
"FINANCIAL OVERSIGHT",NA
"We will provide better oversight of taxpayer dollars.","202"
"Canadians understand the importance of saving, spending, and borrowing responsibly.","202"
"Our government should hold itself to the same standard.","202"
"We will change Parliament's financial processes so that government accounting is more consistent and clear.","202"
"We will ensure accounting consistency between the Estimates and the Public Accounts, provide costing analysis for all proposed legislation,","202"
"and require the government to receive Parliament's approval on borrowing plans.","202"
"NATIONAL SECURITY OVERSIGHT",NA
"We will deliver stronger national security oversight.","202"
"At present, Parliament does not have oversight of our national security agencies, making Canada the sole nation among our Five Eyes allies whose elected officials cannot scrutinize security operations.","202"
"This leaves the public uninformed and unrepresented on critical issues.","202"
"We will create an all-party committee to monitor and oversee the operations of every government department and agency with national security responsibilities.","202"
"PARLIAMENTARY COMMITTEES",NA
"We will strengthen Parliamentary committees so that they can better scrutinize legislation.","202"
"Better government starts with better ideas.","202"
"We will ensure that Parliamentary committees are properly resourced to bring in expert witnesses,","202"
"and are sufficiently staffed to continue to provide reliable, non-partisan research.","202"
"To increase accountability, we will strengthen the role of Parliamentary committee chairs, including elections by secret ballot.","202"
"We will also change the rules so that Ministers and Parliamentary Secretaries no longer have a vote on committees.","202"
"BETTER SERVICE FOR CANADIANS",NA
"In a digital era, Canadians have high standards for the service they receive.","303"
"Dealing with the government should be no exception.","303"
"Better service for Canadians would mean faster service, delivered in a way that makes citizens feel respected and valued.","303"
"CANADA REVENUE AGENCY",NA
"We will make the Canada Revenue Agency fairer, more helpful, and easier to use.","303"
"The Canada Revenue Agency exists to serve Canadians.","303"
"We will overhaul its service model so that people who interact with the CRA feel like valued clients, not just taxpayers.","303"
"A client-focused Canada Revenue Agency will:   proactively contact Canadians who are entitled to, but are not receiving, tax benefits;","303"
"offer to complete returns for some clients, particularly lower-income Canadians and those on fixed incomes whose financial situation is unchanged year-to-year;","303"
"support more Canadians who wish to file taxes using no paper forms;","303"
"and   deliver correspondence that is straightforward and easy to read.","303"
"We will allow charities to do their work on behalf of Canadians free from political harassment,","201"
"and will modernize the rules governing the charitable and not-for-profit sectors.","202"
"This will include clarifying the rules governing political activity,€ with an understanding that charities make an important contribution to public debate and public policy.","202"
"A new legislative framework to strengthen the sector will emerge from this process.","202"
"We will also invest an additional $80 million, over four years, to help the Canada Revenue Agency crack down on tax evaders.","605"
"CANADA POST",NA
"We will save home mail delivery.","413"
"By ending door-to-door mail delivery, Stephen Harper is asking Canadians to pay more for less service.","305"
"That is unacceptable.","305"
"We will stop Stephen Harper's plan to end door-to-door mail delivery in Canada","413"
"and undertake a new review of Canada Post to make sure that it provides high-quality service at a reasonable price to Canadians, no matter where they live.","303"
"DIVERSITY IN GOVERNMENT",NA
"We will build a government as diverse as Canada.","503"
"Our country is stronger, and our government more effective, when decision-makers reflect Canada's diversity.","503"
"We will include an equal number of women and men in our Cabinet.","503"
"We will also adopt a new government-wide appointment process that is open and based on merit.","503"
"YOUNG PEOPLE",NA
"We will involve young people in government.","706"
"At its highest levels, our government needs to do a better job of understanding and addressing the needs of Canada's young people.","706"
"We will create a Prime Minister's Youth Advisory Council, consisting of young Canadians aged 16 to 24, to provide non-partisan advice to the Prime Minister on issues facing the country.","706"
"GENDER IMPACT",NA
"We will consider the gender impacts of the decisions we make.","503"
"Public policies affect women and men in different ways.","503"
"We will take these differences into account when making decisions in Cabinet.","503"
"We will also ensure that federal departments are conducting the gender-based impact analyses that have been required of them for the past 20 years.","503"
"ONLINE SERVICES",NA
"We will deliver easy online access to government services.","303"
"Accessing government services online should be easier.","303"
"We will make the process easier and faster through individualized, secure accounts for Canadians who want to access their benefits and review key documents.","303"
"We will also create a single online point-of-contact for all government services,","303"
"and work with the provinces and territories on ways to combine online access.","303"
"As we expand online services, we will also expand in-person service, such as reopening the nine veterans' service centres closed by Stephen Harper.","303"
"Finally, we will work with the Privacy Commissioner as we develop these new initiatives, to ensure that Canadians' data is kept safe and secure.","303"
"QUALITY OF SERVICE",NA
"We will establish new performance standards for federal services.","303"
"Busy Canadians deserve better service from their government.","303"
"We will establish new performance standards, including streamlining applications, reducing wait times, and offering money-back guarantees.","303"
"Performance will be independently assessed and publicly reported.","303"
"We will start with the services hardest hit by years of cuts by Stephen Harper: Employment Insurance, veterans' services, immigration, and EI and CPP appeals.","303"
"We will also ensure that all federal services are delivered in full compliance with the Official Languages Act.","601"
"YOUR VOICE",NA
"We will involve Canadians in policy-making.","202"
"Technology makes it easier for citizens and government to share ideas and information.","202"
"We will explore new ways to use technology to crowdsource policy ideas from citizens.","202"
"EVIDENCE-BASED POLICY",NA
"Government should base its policies on facts, not make up facts to suit a preferred policy.","303"
"Common sense, good policy, and evidence about what works should guide the decisions that government makes.","303"
"SCIENCE AND SCIENTISTS",NA
"We will value science and treat scientists with respect.","201"
"We will appoint a Chief Science Officer who will ensure that government science is fully available to the public, that scientists are able to speak freely about their work,","201"
"and that scientific analyses are considered when the government makes decisions.","303"
"THE LONG-FORM CENSUS",NA
"We will restore the long-form census.","303"
"Without accurate and reliable data, Canada's communities cannot plan ahead.","303"
"Everything from transit planning to housing strategies to support for new Canadians becomes more difficult.","303"
"We will immediately restore the mandatory long-form census, to give communities the information they need to best serve Canadians.","303"
"STATISTICS CANADA",NA
"We will make Statistics Canada fully independent.","303"
"Data collected by Statistics Canada helps the private sector, government, not-for profit groups, and researchers make better decisions.","303"
"We will make Statistics Canada fully independent.","303"
"We will work with Statistics Canada and other stakeholders to provide a broader range of information, including detailed labour market information, child development data, and statistics about our population.","303"
"MAKING DECISIONS",NA
"We will make decisions using the best data available","303"
"and will invest only in programs proven to offer good value.","303"
"Responsible governments rely on sound data to make their decisions.","303"
"We will release to the public key information that informs the decisions we make.","303"
"We will devote a fixed percentage of program funds to experimenting with new approaches to existing problems.","303"
"We will measure our results","303"
"and encourage innovation to continuously improve the services government provides to Canadians.","303"
"We will use accurate data to make good decisions.","303"
"We will stop funding initiatives that are no longer effective and invest program dollars in those that are of good value.","303"
"CHAPTER THREE",NA
"A CLEAN ENVIRONMENT AND A STRONG ECONOMY",NA
"Canadians want a government they can trust to protect the environment","501"
"and grow the economy.","410"
"Stephen Harper has done neither.","305"
"Our plan will deliver the economic growth and jobs Canadians need,","410"
"and leave to our children and grandchildren a country even more beautiful, more sustainable, and more prosperous than the one we have now.","416"
"CLIMATE CHANGE",NA
"We will provide national leadership and join with the provinces and territories to take action on climate change,","301"
"put a price on carbon,","501"
"and reduce carbon pollution.","501"
"Climate change is an immediate and significant threat to our communities and our economy.","501"
"Stephen Harper has had nearly a decade to take action on climate change but has failed to do so.","305"
"His lack of leadership has tarnished Canada's reputation abroad, making it harder for Canadian businesses to compete.","305"
"The provinces and territories recognize the need to act now, and have already begun to price carbon and take action to reduce greenhouse gas emissions.","301"
"We will end the cycle of federal parties of all stripes setting arbitrary targets without a real federal/provincial/territorial plan in place.","301"
"We will instead partner with provincial and territorial leaders to develop real climate change solutions, consistent with our international obligations to protect the planet, all while growing our economy.","301"
"Together, we will attend the Paris climate conference,","501"
"and within 90 days formally meet to establish a pan-Canadian framework for combatting climate change.","501"
"We will work together to establish national emissions-reduction targets,","301"
"and ensure that the provinces and territories have targeted federal funding and the flexibility to design their own policies to meet these commitments, including their own carbon pricing policies.","301"
"These targets must recognise the economic cost and catastrophic impact that a greater-than-two-degree increase in average global temperatures would represent, as well as the need for Canada to do its part to prevent that from happening.","501"
"Partnering with the provinces and territories,","301"
"we will create a new Low Carbon Economy Trust.","501"
"The Trust will provide funding to projects that materially reduce carbon emissions under the new pan-Canadian framework.","501"
"We will endow the Low Carbon Economy Trust with $2 billion in our mandate.","501"
"We will protect our communities from the challenges of climate change","501"
"and grow our economy by making significant new investments in green infrastructure.","501"
"We will fulfill our G20 commitment and phase out subsidies for the fossil fuel industry over the medium-term.","501"
"We will also work in partnership with the United States and Mexico","101"
"to develop an ambitious North American clean energy and environmental agreement.","501"
"CLEAN JOBS",NA
"We will make it easier and more financially rewarding for Canadian businesses to invest in creating clean jobs.","501"
"Clean technology can deliver real benefits for our environment and our economy, including more good, middle class jobs.","501"
"We will invest $100 million more each year in clean technology producers, so that they can tackle Canada's most pressing environmental challenges, and create more opportunities for Canadian workers.","501"
"We will deliver more support to emerging clean tech manufacturing companies, making it easier for them to conduct research and bring new products to market.","501"
"We will also invest $200 million more each year to support innovation and the use of clean technologies in our natural resource sectors, including the forestry, fisheries, mining, energy, and agricultural sectors.","501"
"To support both large- and community-scale renewable energy projects, the new Canada Infrastructure Bank will issue Green Bonds to fund projects like electric vehicle charging stations and networks, transmission lines for renewable energy, building retrofits, and clean power storage.","501"
"We will enhance existing tax measures to generate more clean technology investments,","501"
"and work with the provinces and territories","301"
"to make Canada the world's most competitive tax jurisdiction for investments in the research, development, and manufacturing of clean technology.","501"
"We will deliver a better quality of life for all Canadians by working with the provinces","301"
"to set stronger air quality standards,","501"
"monitor emissions,","501"
"and provide incentives for investments that lead to cleaner air and healthier communities.","501"
"As the country's single largest employer, customer, and landlord, we will lead by example and increase government use of clean technologies.","501"
"This will boost domestic demand for clean technology, support entrepreneurs, and fuel new jobs.","501"
"We will improve energy efficiency standards for consumer and commercial products,","501"
"and use new financing instruments to encourage investments in energy-saving retrofits to Canada's industrial, commercial, and residential buildings.","501"
"We will provide more support for our clean technology companies to successfully export their products by training trade officials and leading trade missions focused on clean technology.","407"
"These companies will also be provided with useful training, data, and technical assistance on export opportunities in a more coordinated way.","407"
"We will look for ways for government to be an early adopter€ of emerging green technologies,","501"
"and will support clean transportation by adding electric vehicle charging stations at federal parking lots,","501"
"and rapidly expanding the federal fleet of electric vehicles.","501"
"To foster the creativity that leads to cutting-edge research, we will establish Canada Research Chairs in sustainable technology.","501"
"We will also work closely with the provinces and territories","301"
"to develop a Canadian Energy Strategy to protect Canada's energy security;","501"
"encourage energy conservation;","501"
"and bring cleaner, renewable energy onto the electricity grid.","501"
"Canada has lost 71% of its clean tech market share during the harper decade.","305"
"ENVIRONMENTAL ASSESSMENTS",NA
"We will make environmental assessments credible again.","501"
"Resource-based projects can create jobs and spur investment, but success depends on regaining public trust.","202"
"Canadians must be able to trust that government will engage in appropriate regulatory oversight, including credible environmental assessments, and that it will respect the rights of those most affected, such as Indigenous communities.","202"
"While governments grant permits for resource development, only communities can grant permission.","202"
"We will immediately review Canada's environmental assessment processes","501"
"and introduce new, fair processes that will:  restore robust oversight and thorough environmental assessments of areas under federal jurisdiction,","501"
"while also working with provinces and territories to avoid duplication;","301"
"ensure that decisions are based on science, facts, and evidence, and serve the public's interest;","303"
"provide ways for Canadians to express their views and opportunities for experts to meaningfully participate;","202"
"and  require project advocates to choose the best technologies available to reduce environmental impacts.","501"
"We will modernize the National Energy Board, ensuring that its composition reflects regional views","202"
"and has sufficient expertise in fields like environmental science, community development, and Indigenous traditional knowledge.","202"
"We will end the practice of having federal Ministers interfere in the environmental assessment process.","303"
"We will also ensure that environmental assessments include an analysis of upstream impacts and greenhouse gas emissions resulting from projects under review.","501"
"We will undertake, in full partnership and consultation with First Nations, Inuit, and the Mtis Nation, a full review of laws, policies, and operational practices.","301"
"This will ensure that on project reviews and assessments, the Crown is fully executing its consultation, accommodation, and consent obligations, in accordance with its constitutional and international human rights obligations,","301"
"including Aboriginal and Treaty rights and the United Nations Declaration on the Rights of Indigenous Peoples.","201"
"We recognize the relationship between Indigenous Peoples and the land,","301"
"and will respect legal traditions and perspectives on environmental stewardship.","301"
"Stephen Harper's changes to the Fisheries Act, and his elimination of the Navigable Waters Protection Act, have weakened environmental protections.","305"
"We will review these changes,","501"
"restore lost protections,","501"
"and incorporate more modern safeguards.","501"
"We will also do more to protect Canada's endangered species.","501"
"We will respond more quickly to the advice and requests of scientists,","303"
"and will complete robust species-at-risk recovery plans.","501"
"WATER",NA
"We will protect our freshwater and oceans.","501"
"Canada is uniquely blessed with an abundance of freshwater, and marine and coastal areas that are not only ecologically diverse, but also economically significant: our ocean-based industries contribute nearly $40 billion each year to the Canadian economy.","501"
"To protect these valuable natural resources, we will deliver more robust and credible environmental assessments for all projects that could impact our freshwater and oceans.","501"
"FRESHWATER",NA
"We will treat our freshwater as a precious resource that deserves protection and careful stewardship.","501"
"We will work with other orders of government","301"
"to protect Canada's freshwater using education, geo-mapping, watershed protection, and investments in the best wastewater treatment technologies.","501"
"To protect our freshwater ecosystems, we will renew our commitment to protect the Great Lakes, the St. Lawrence River Basin, and the Lake Winnipeg Basin.","501"
"We will also act on the recommendations of the Cohen Commission on restoring sockeye salmon stocks in the Fraser River.","501"
"To aid in making the best possible decisions, we will restore $1.5 million in annual federal funding for freshwater research","501"
€“ a program that was cut by the Conservatives €“","305"
"and make new investments in Canada's world-leading IISD Experimental Lakes Area.","501"
"OCEANS",NA
"Stephen Harper's failure to meet our international commitments to protect marine and coastal areas puts these areas and our international reputation at risk.","305"
"We will make up for Conservative inaction","305"
"and increase the amount of Canada's marine and coastal areas that are protected to five percent by 2017,","501"
"and ten percent by 2020.","501"
"To help achieve this, we will invest $8 million per year in community consultation and science.","501"
"We will also directly invest in ocean science.","501"
"Stephen Harper cut $40 million from the federal ocean science and monitoring programs.","305"
"We will restore that funding so that we can protect the health of our fish stocks, monitor contaminants and pollution in our oceans, and support responsible and sustainable aquaculture industries on our coasts.","501"
"We will use scientific evidence and the precautionary principle, and take into account climate change, when making decisions affecting fish stocks and ecosystem management.","501"
"And we will do a better job of co-managing our oceans, by working with the provinces, territories, Indigenous Peoples, and other stakeholders.","301"
"Together, we will develop plans that make the best use of our marine resources","501"
"and give coastal communities more say in managing the resources around them.","301"
"NATIONAL PARKS",NA
"We will preserve and promote Canada's National Parks.","501"
"Canada's National Parks belong to all Canadians.","501"
"They are also an important part of local economies, generating nearly $5 billion each year and helping to employ 65,000 people.","410"
"We will make it more affordable for more Canadians to visit and appreciate our National Parks.","504"
"In 2017, the 150th anniversary of Confederation, admission for all visitors to National Parks will be free.","504"
"Beginning in 2018, admission for children under 18 will be free,","504"
"and any adult who has become a Canadian citizen in the previous 12 months will be given one year's free admission.","504"
"Through an expanded Learn to Camp program, more low- and middle-income families will have an opportunity to experience Canada's outdoors.","504"
"To protect ecosystems and species at risk, we will invest $25 million each year to develop Canada's National Parks system, as well as manage and expand National Wildlife Areas and Migratory Bird Sanctuaries.","501"
"We will protect our National Parks by limiting development within them,","501"
"and where possible, we will work with nearby communities to help grow local eco-tourism industries and create jobs.","410"
"We will reverse Stephen Harper's cuts to Parks Canada, which cut more than $25 million from programs and services, and made it more difficult for Canadians to experience our National Parks and learn more about our environment and our heritage.","305"
"We will work with the Ontario government","301"
"to create the country's first urban National Park Rouge National Park including improved legislation to protect this important ecosystem and guide how the park will be managed.","501"
"CHAPTER FOUR",NA
"A STRONG CANADA",NA
"A RENEWED RELATIONSHIP WITH INDIGENOUS PEOPLES",NA
"The relationship between Canada and Indigenous Peoples is vitally important not just to our shared economic interests, but to our respective identities as nations.","607"
"It is time for a renewed relationship based on trust, respect, and a true spirit of cooperation.","607"
"A NEW NATION-TO-NATION PROCESS",NA
"We will renew the relationship between Canada and Indigenous Peoples.","607"
"It is time for Canada to have a renewed, nation-to-nation relationship with Indigenous Peoples, based on recognition, rights, respect, co-operation, and partnership.","607"
"This is both the right thing to do and a sure path to economic growth","607"
"We will immediately re-engage in a renewed nation-to-nation process with Indigenous Peoples to make progress on the issues most important to First Nations, the Mtis Nation, and Inuit communities issues like housing,","504"
"infrastructure,","411"
"health and mental health care,","504"
"community safety and policing,","605"
"child welfare,","504"
"and education.","506"
"As part of this renewed relationship, we will do more to make sure that the voices of Indigenous Peoples are heard in Ottawa.","202"
"As Prime Minister, Justin Trudeau will meet with First Nations, Mtis Nation, and Inuit leaders each and every year of a Liberal government mandate.","202"
"Stephen Harper's changes to the Canada Elections Act make it harder for Indigenous Peoples to exercise their right to vote.","305"
"We will repeal those changes.","202"
"Finally, we will ensure that the Kelowna Accord and the spirit of reconciliation that drove it is embraced, and its objectives implemented in a manner that meets today's challenges.","607"
"A NEW FISCAL RELATIONSHIP",NA
"We will expand investment in First Nations communities","504"
"and work toward forging a new fiscal relationship with First Nations.","504"
"For nearly 20 years, investments in First Nations programs have been subject to a two percent cap on annual funding increases.","504"
"As a result, federal funding has not kept up with population growth and inflation in First Nations communities.","504"
"We will immediately lift the two percent cap on funding for First Nations programs and work to establish a new fiscal relationship that gives First Nations communities sufficient, predictable, and sustained funding.","504"
"Increasing First Nations' own source revenues, whether through revenue sharing or other mechanisms, will be a priority.","504"
"As part of this new fiscal relationship, we will also make sure that all First Nations receive equitable funding for child and family services provided on reserves.","504"
"FIRST NATIONS EDUCATION",NA
"We will work with First Nations to make sure that every First Nations child receives a quality education.","506"
"It is vital to Canadians' shared success that we work together to ensure better economic outcomes for First Nations.","506"
"This starts with education.","506"
"Chronic underfunding of the First Nations education system has held First Nations students back: they are behind provincial peers in reading, writing, and numeracy.","506"
"Today, less than half of students on reserves graduate from high school.","506"
"To help close the funding gap and improve outcomes for First Nations students, we will invest new funding each year in core funding for kindergarten through grade 12 programs.","506"
"This will include money committed by Stephen Harper that has yet to flow, plus an additional $300 million per year in incremental funding, totalling $750 million per year by the end of our first mandate.","506"
"Over the next four years, this represents a $2.6 billion new investment in helping First Nations students learn and succeed.","506"
"We will provide new funding to help Indigenous communities promote and preserve Indigenous languages and cultures.","607"
"We will also invest an additional $500 million over the next three years for building and refurbishing First Nations schools.","506"
"We will invest $50 million in additional annual funding to the Post-Secondary Student Support Program, which supports Indigenous students attending post-secondary education, ensuring the program will keep up with growing demand.","506"
"We believe that First Nations' control of First Nations education is vital to achieving improved outcomes,","506"
"and we will make these investments as part of a renewed, respectful, and inclusive nation-to-nation process that fully respects Aboriginal and Treaty rights.","607"
"METIS NATION",NA
"We will work with the Mtis Nation to improve the quality of life for Mtis individuals and communities.","607"
"We will work, on a nation-to-nation basis, with the Mtis Nation to advance reconciliation and renew the relationship, based on cooperation, respect for rights, our international obligations, and a commitment to end the status quo.","607"
"We will work with Mtis people, as well as the provinces and territories, to establish a federal claims process that recognizes Mtis self-government and resolves outstanding claims.","607"
"We will also make permanent the funding available to provincial Mtis communities for Mtis identification and registration, instead of it being available year-to-year.","504"
"We will review, in partnership with Mtis communities, the existing federal programs and services available to the Mtis Nation, to identify gaps and areas where strategic investments can be made to improve Mtis quality of life.","504"
"To expand the economic opportunities for Mtis, we will develop a Mtis Economic Development Strategy in partnership with Mtis communities and existing Mtis financial institutions,","410"
"and will invest $25 million over five years to implement this new strategy.","410"
"MISSING AND MURDERED INDIGENOUS WOMEN AND GIRLS",NA
"We will immediately launch a national public inquiry into missing and murdered Indigenous women and girls in Canada.","503"
"The disappearance and death of nearly 1,200 Indigenous women and girls is an ongoing national tragedy that must come to an end.","503"
"We will immediately launch a national public inquiry into missing and murdered Indigenous women and girls in Canada, to seek recommendations on concrete actions that governments, law enforcement, and others can take to solve these crimes and prevent future ones.","503"
"TRUTH AND RECONCILIATION",NA
"We will enact the recommendations of the Truth and Reconciliation Commission.","201"
"To support the work of reconciliation, and continue the necessary process of truth telling and healing, we will work alongside provinces and territories, and with First Nations, the Mtis Nation, and Inuit, to enact the recommendations of the Truth and Reconciliation Commission,","201"
"starting with the implementation of the United Nations Declaration on the Rights of Indigenous Peoples.","107"
"THE FUTURE WE OWE OUR VETERANS",NA
"Veterans and their families have earned our respect and gratitude.","706"
"It is time our government lived up to its sacred obligation to them.","706"
"Our plan will give back to those who have given so much in service to all Canadians,","504"
"and will ensure that no veteran has to fight the government for the support and compensation they have earned.","504"
"VETERANS' PENSIONS",NA
"We will give veterans more compensation, more choice, and more support in planning their financial future.","504"
"We will re-establish lifelong pensions as an option for our injured veterans,","504"
"and increase the value of the disability award.","504"
"We will ensure that every injured veteran has access to financial advice and support so that they can determine the form of compensation that works best for them and their families.","504"
"To better support veterans who have had their career options limited by a service-related illness or injury, we will invest $25 million each year to expand access to the Permanent Impairment Allowance.","504"
"We will invest a further $40 million each year to provide injured veterans with 90 percent of their pre-release salary,","504"
"and will index this benefit so that it keeps pace with inflation.","504"
"EDUCATION AND TRAINING",NA
"We will honour the service of our veterans","706"
"and provide new career opportunities through a new Veterans Education Benefit.","506"
"Veterans have proven their ability to work hard and succeed, but many find it difficult to build new careers after their years of service.","506"
"To help veterans re-enter the workforce, and to help expand Canada's skilled labour force, we will invest $80 million every year to create a new Veterans Education Benefit.","506"
"This benefit will provide full support for the costs of up to four years of college, university, or technical education for Canadian Forces veterans after completion of service.","506"
"We will also expand the number of job opportunities available to veterans by ensuring provisions for their employment are included in the Community Benefits Agreements of federal infrastructure projects.","706"
"BETTER SERVICE",NA
"We will make it easier for veterans to access services, including mental health services.","504"
"We will deliver a higher standard of service and care,","504"
"and ensure that a one veteran, one standard€ approach is upheld.","504"
"To restore access to the support that veterans are due, we will re-open the nine Veterans Affairs service offices closed by Stephen Harper,","504"
"and will fully implement all of the Auditor General's recommendations on enhancing mental health service delivery to veterans.","504"
"We will hire 400 new service delivery staff, doubling the current planned increase.","504"
"This will include much-needed case managers at Veterans Affairs.","504"
"We will also immediately hire additional mental health professionals to give veterans the support they need.","504"
"Canada must be a world leader in caring for and supporting our veterans, and a Liberal government will budget $20 million to create two new centres of excellence in veterans' care, including one with a specialization in mental health, PTSD, and related issues for both veterans and first responders.","504"
"MORE SUPPORT FOR VETERANS' FAMILIES",NA
"We will do more to support the families of Canada's veterans.","504"
"Veterans have given years of their lives in service to Canada.","504"
"So have their families.","504"
"We will provide greater education, counselling, and training for families who are providing care and support to veterans living with physical and/or mental health issues as a result of their service.","504"
"We will also end the time limit for surviving spouses to apply for vocational rehabilitation and assistance services.","504"
"Our investment of $100 million each year will expand the circle of support for veterans' families.","504"
"So that surviving veterans' partners do not face a decline in quality of life with the loss of their loved one, we will increase the veteran survivor's pension amount from 50 percent to 70 percent.","504"
"We will also eliminate the marriage after 60€ clawback clause, so that surviving spouses of veterans receive appropriate pension and health benefits.","504"
"Veterans served Canada with honour and deserve to be treated with dignity when they pass away.","504"
"As our final act of respect, we will double funding to the Last Post Fund to ensure that all veterans receive a dignified burial.","504"
"KEEPING CANADIANS SAFE",NA
"Canada is fundamentally a safe and peaceful nation.","601"
"Our plan will keep Canadians safe and protect their rights,","605"
"without resorting to the politics of fear or letting ideology trump evidence in decision-making.","201"
"PREVENTING DOMESTIC VIOLENCE AND SEXUAL ASSAULT",NA
"We will give more support to survivors of domestic violence, sexual assault, and sexual harassment,","504"
"and ensure that more perpetrators are brought to justice.","605"
"For far too many Canadians overwhelmingly women sexual violence, sexual harassment, and intimate partner violence are real, and even daily, threats.","605"
"Many survivors choose not to report these incidents to police and conviction rates are low.","605"
"Working together with experts and advocates, we will develop and implement a comprehensive federal gender violence strategy and action plan, aligned with existing provincial strategies.","504"
"We will ensure that no one fleeing domestic violence is left without a place to turn.","504"
"We will increase investments in growing and maintaining Canada's network of shelters and transition houses, as part of our broader investment in social infrastructure.","504"
"We will amend the Criminal Code to reverse onus on bail for those with previous convictions of intimate partner violence.","605"
"We will also specify that intimate partner violence be considered an aggravating factor at sentencing,","605"
