text,cmp_code
CREATING OPPORTUNITY FOR CANADA'S FARMERS,NA
It's no exaggeration to say that the family farm is the foundation of the Canada we love today.,703
"The products have evolved, the markets have changed, and the technology has advanced, but some things remain constant: From before the sun comes up to long after it goes down, farmers across Canada do the backbreaking work that feeds the country.",703
"The work is hard, and financially risky but absolutely vital to Canadians.",703
It's also vital to our economy.,703
"The agriculture and agri-food sectors account for more than $100 billion in economic activity every year,",703
and employ more than two million Canadians.,703
The importance of agriculture to our national interest can't be overstated.,703
And our Conservative Government's support for farmers is unwavering.,703
A significant part of our support for the sector has been dedicated to innovation and crop science.,703
"Our Government has consistently supported strategic research and development by industry into agricultural technologies, processes, practices and services research that drives growth and creates jobs and opportunities in the industry by making it more sustainable and more globally competitive.",703
The projects we are supporting are as diverse as the industry itself.,703
"The Agri-Innovation program, for instance, has been used to develop pest-management tools in the blueberry industry;",703
"to find new and innovative ways to turn food by-products into environmentally friendly, value-added goods;",703
"and to increase the competitiveness of our food-processing industry while making our food better, healthier, and safer.",703
"A re-elected Conservative Government will increase funding to the Agri-Innovation program by $100 million over three years,",703
and make projects driven by universities and colleges eligible for financing.,703
Our farmers and their produce can compete with the best in the world.,703
Our Government has been there to help them enter global markets and find new customers.,703
We established the Market Access Secretariat in 2009 to serve as a single-window to help Canadian farmers with trade-related issues.,703
We've hired trade commissioners dedicated to agriculture issues.,703
And we've co-funded marketing activities with industry to enhance Canada's agricultural presence in priority markets.,703
"A re-elected Conservative Government will increase support for the Agri-Marketing Program to help promote Canada's agricultural and agri-food products around the world, building on our international reputation for excellence",703
and increasing the visibility of the Canadian brand in important markets.,703
We'll also continue to expand the activities of the Market Access Secretariat to help Canadian farmers diversify into new markets.,703
"As we open new markets for agricultural products, we'll continue to stand up for Canadian farmers and industries by defending our system of supply management in all international forums and trade negotiations.",703
We understand that market access also requires a robust transportation system with fair rules and accountabilities.,411
Our Government passed the Fair Rail for Grain Farmers Act in May 2014 to provide more certainty and better service standards with respect to grain volumes for farmers and shippers.,703
"We also launched a broader review of our transportation system to determine what policy changes should be made to address key issues facing the transportation sector, including ensuring Canada's supply chains have the capacity, flexibility and resiliency to meet future demands.",411
"The review panel, led by the Honourable David Emerson, will provide recommendations to the government later this year.",411
A re-elected Conservative Government will take action to improve Canada's transportation network,411
"and support market access for Canadian farmers, based upon the recommendations of the transportation review.",703
PROMOTING CANADA'S FISHERIES,NA
Commercial fishing has been a pillar of the Canadian economy since the 16th century.,703
"Today, Canada's commercial fishery employs, directly and indirectly, about 80,000 Canadians, and exports about $5 billion worth of fish and other seafood every year.",703
"Our Government has a strong record of supporting Canadians who make their living on the water, and is committed to the continued success of this industry and the prosperity of the Canadians it employs.",703
Among our accomplishments are:   New measures targeting fish harvesters who are not compliant with the Preserving the Independence of the Inshore Fleet in Canada's Atlantic Fisheries Policy.,703
Ongoing maintenance and upgrades to Canada's small craft harbours including more than 250 small craft harbour improvement projects planned over the next two years.,703
Establishing and expanding the Recreational Fisheries Conservation Partnerships Program to conserve and protect Canada's recreational fisheries.,501
The program has funded nearly 300 conservation projects across the country to date.,501
"A re-elected Conservative Government will continue to build on these initiatives with a focus on science,",411
"marine conservation,",501
and promoting Canadian products in new markets including through the Trans-Pacific Partnership.,407
"Canada's most important commercial fishery is lobster, with exports generating more than $1 billion a year.",703
"It has supported Canadian fishing families for more than a century, and plays a substantial role in the economies of coastal communities in Atlantic Canada and Quebec.",703
"Our Government has seen the lobster fishery through good times and bad, including investing significant funds through the Community Adjustment Fund-Lobster Initiative and the Short- Term Transitional Measures Program to help the industry through the global recession.",703
"And the Atlantic Lobster Sustainability Measures Program provided support for restructuring and rationalization,",703
as well as conservation and stewardship programs to support the long-term sustainability of the industry.,501
We'll continue these efforts.,703
A re-elected Conservative Government will fund a new lobster branding initiative to be carried out in co-operation with the Lobster Council of Canada.,703
This measure will support the Council's work promoting the Canada Lobster Brand both here at home and in export markets around the world.,703
We'll also pursue new markets for Canadian lobster.,703
"A re-elected Conservative Government will also work in collaboration with the provinces and the University of Prince Edward Island's AVC Lobster Science Centre to pursue biomass research, gaining valuable information that will inform policy decisions affecting the lobster fishery for years to come.",703
We'll also support the Atlantic salmon fishery by confronting Greenland on the issue of overfishing Canada's Atlantic salmon stock,703
"and increasing the harvest of striped bass to improve the survival of juvenile Atlantic salmon, following receipt of an upcoming Department of Fisheries and Oceans scientific study.",501
"Our sealing industry is of vital importance to many coastal communities, in particular among Canada's Aboriginal peoples.",705
"A re-elected Conservative Government will continue to pursue new and expanded markets for these products, including establishing a system of certification to demonstrate that products resulting from Aboriginal hunting meet European Union standards.",407
"As part of the completion of the Canada-EU Free Trade Agreement, we've committed to working with the Government of Newfoundland and Labrador",301
to provide support for those affected by the elimination of minimum processing requirements (MPRs) in the fishery sector.,703
A re-elected Conservative Government will continue to work with the province to provide compensation for losses arising from the gradual elimination of these requirements.,410
We have set aside $280 million ($93 million per year over 3 years) for this purpose which is intended to be matched 70:30 by the province.,410
"In the event that we cannot reach an agreement with the province to deliver a joint compensation program, we'll compensate workers directly who have been negatively impacted by MPR phase-outs.",504
SUPPORTING CANADA'S FORESTRY SECTOR AND ITS WORKERS,NA
"Our great forests are among the features that define us most as a country, and our forestry industry has been a source of prosperity since before Confederation.",601
"Today, the industry supports more than 200,000 Canadian families, and contributes $20 billion to our national GDP.",410
"And, we're proud to say, our industry sets the gold standard for environmentally-friendly forest managment.",501
More than 160 million hectares of Canadian forest are managed by companies that have been independently certified for their progressive and sustainable management practices.,501
"In fact, almost half of all the forests in the world that are managed to this standard are in Canada four times more than our nearest competitor.",501
And this hasn't gone unnoticed.,501
A 2014 survey of international wood and wood products buyers found that Canada's forestry industry had the best environmental reputation in the world.,501
"Still, there are some groups who continue to spread falsehoods among our industry's customers about Canadian forestry practices,",305
sabotaging businesses,305
and hurting the hardworking Canadians who take pride in their industry.,305
"Mills have closed, and Canadians have lost their jobs because of these actions.",305
"A re-elected Conservative Government will help Canada's forestry industry fight back by establishing a fund to match private-sector contributions to promote Canadian forestry products and our sustainable management practices, and to counter those who are conducting misinformation campaigns.",402
This new commitment builds upon other steps we intend to take to help support Canada's forestry sector and its workers:   A re-elected Conservative Government will continue to pursue untapped market opportunities to expand and diversify our export markets both here in North America and around the world.,407
This includes renegotiating an agreement to allow our softwood lumber exports to enter the United States market.,407
"We'll continue to encourage the growth and modernization of the industry through the Forest Innovation Program, which supports research and development.",411
"And we'll continue investing in the Forest Industry Transportation Program, which supports the development of new technologies that make our forestry industry more efficient and more environmentally friendly.",411
EXPANDING NEW MINING OPPORTUNITIES,NA
Canada is a global leader in the mining sector.,410
"From Yukon's gold to Labrador's iron, the industry provides almost 400,000 Canadians across the country with jobs that, for the most part, are the highest-paying industrial jobs in the country.",410
"It's the main business for 150 communities in rural and northern Canada,",410
"and employs the largest number, proportionally, of Aboriginal Canadians of any industry.",705
We're committed to ensuring this vital sector remains a source of jobs and opportunity for Canadians for generations to come.,410
The Mineral Exploration Tax Credit has helped junior mining companies raise more than $5.5 billion for exploration since 2006.,402
"In 2013 alone, more than 250 companies used the credit to raise financing from 19,000 individual investors.",402
A re-elected Conservative Government will extend the Mineral Exploration Tax Credit for three years to support further mining exploration and investment.,402
"Meanwhile, the development of hundreds of potential mining projects in this great, vast country such as the Ring of Fire in Northern Ontario and Plan Nord in Quebec is challenged by the high cost of working far from transportation routes and supply centres.",410
Many of these ventures could be economic game-changers for the Canadians living in the surrounding regions.,410
A re-elected Conservative Government will support economic development in these communities by establishing an enhanced Mining Exploration Tax Credit for northern and remote mining projects.,402
These new commitments build on our current plan to support Canada's mining sector.,402
"A re-elected Conservative Government will continue to support jobs and growth in the mining industry by following through on our plan to invest further in the Targeted Geoscience Initiative, to promote increased mineral exploration by the private sector.",402
We'll also expand the eligible costs under the Canadian Exploration Expenses policy to include environmental studies,501
and community consultations.,202
RESPONSIBLE RESOURCE DEVELOPMENT,NA
"Canada is one of the world's great energy suppliers, providing the world with everything from oil and natural gas to coal, uranium, and biofuels.",408
"Not surprisingly, then, the energy industry is more than a source of power.",410
"Directly and indirectly providing good jobs for more than 900,000 Canadians,",410
"and accounting for almost one third of our merchandise exports,",410
it's also a significant source of opportunity and prosperity.,410
"But even those who don't make a living in the energy industry benefit in real, substantial ways from its success.",410
It contributes billions of dollars every year that governments spend on the programs and services that Canadians depend upon.,410
"A re-elected Conservative Government will continue to support this crucial industry, and the many Canadians who depend on it for their livelihoods.",410
"This means not interfering in the independent project review process,",401
and making final decisions on individual projects based on the science and recommendations of expert bodies.,411
"Canada is home to vast reserves of natural gas, a resource that holds immense potential for jobs and growth for generations to come if it can be exported to meet the ever-growing demands of countries in the Asia-Pacific region.",410
"The most efficient way to do this is to transport it in liquefied form, which means establishing facilities to process our natural gas for shipping.",410
"A re-elected Conservative Government will follow through with its plan to support the creation of a Liquefied Natural Gas industry,",402
helping investors meet their start-up costs by offering an accelerated Capital Cost Allowance on machinery and equipment used in processing facilities.,402
Our Government has a strong record of co-funding investments in pre-commercial clean technology projects to help bring them to market.,501
These investments are good for the environment and good for our economy.,501
"A re-elected Conservative Government will continue to support Sustainable Development Technology Canada's work to finance the development and demonstration of new, clean technologies that create efficiencies for businesses and contribute to sustainable economic development.",501
BUILDING ECONOMIC INFRASTRUCTURE,NA
The founders of Confederation bound our country together with a great railway because they knew a country of this size could not function without significant investments in infrastructure.,411
It's no different today.,411
"From highways, airports and harbours to subways, bridges and community facilities, infrastructure projects create good jobs for tens of thousands of Canadians,",411
"drive our economy,",410
"improve our quality of life,",503
and connect us to each other.,411
"More than 95 percent of Canada's core public infrastructure is owned by provinces, territories, and municipalities",411
"but, since 2006, our Conservative Government has made a historic commitment to supporting public infrastructure across the country.",411
"We promised in 2006 a better approach to fixing Canada's infrastructure deficit,€ and we've delivered.",305
Federal support for infrastructure has increased dramatically under our Government.,411
Annual federal funding has increased from $571 million a decade ago to over $5 billion this year.,411
"And we have launched the largest, longest-running infrastructure program in Canadian history.",411
"Altogether, our investments in infrastructure for the years 2013-2023 will total almost $85 billion.",411
"This level of investment is without precedent, and we've accomplished it while bringing the budget back into balance and lowering taxes.",414
"Infrastructure is also key to trade, and Canadian products need modern infrastructure to travel efficiently to their final destinations at home and abroad.",411
"Our Government has made historic investments in improving our trade-oriented infrastructure such as ports, harbours, and rail.",411
"Improvements include major projects at Port Metro Vancouver, the Port of Quebec, the Port of Montreal, the Saint John Harbour Bridge, and the new Gordie Howe International Bridge between Windsor and Detroit.",411
A re-elected Conservative Government will continue to support important economic investments such as these across the country.,411
"We'll launch the Quebec Maritime Prosperity Initiative to fund maritime and port infrastructure including improvements to facilities for cruise ships and tall ships, such as the Quai Alexandra terminal in Montreal, the Ross Gaudreault terminal in Quebec City, and the restoration of Champlain Foulon sector promenade.",411
"We'll fund key Asia-Pacific Gateway projects in Western Canada to strengthen our transport system and help Canadian businesses, including our farmers, get their products to market.",411
"And we'll support major public transit projects such as Smart Track in the Greater Toronto Area, Light Rail Transit in Surrey and Ottawa, and Calgary's Green Line to fight gridlock,",411
"reduce travel times for commuters and businesses,",411
and support new economic development.,410
Governing is about making choices.,305
"We have chosen to keep taxes low,",414
"balance the books,",414
and invest in infrastructure because we know that these things are good for our economy and good for Canadians.,411
"A re-elected Conservative government will continue to invest in core public infrastructure, to keep our economy moving forward, and to make life easier and better for Canadians.",411
"High-speed internet access is not just a quality-of-life issue it's critical infrastructure that contributes to business investment, job creation, and, ultimately, economic development in rural and remote parts of our country.",411
Our Conservative Government has put significant effort and investments into extending high-speed broadband access to all Canadians.,411
"Our goal is to ensure that 98 percent of Canadian households have high-speed internet service by 2017, and we're on track to meet this target.",411
"A re-elected Conservative Government will build on our record of expanding rural internet access by funding high-capacity backbone such as fibre optic cable networks or satellite in hundreds of communities across the country,",411
allowing people and businesses in northern and rural communities to access the internet at speeds currently enjoyed by Canadians in larger urban centres.,411
SUPPORTING NORTHERN ECONOMIC DEVELOPMENT,NA
"Canadians are a northern people; winter blows through our stories, our songs, and our sports.",601
And the Arctic itself is a key element of our national identity.,601
"Its exploration, by great heroes like Sir John Franklin, is our history.",601
Its vast geography is our present.,601
And its limitless promise is our future.,601
One of the challenges of living in Canada's north is the high cost of healthy food.,504
"The great distance between major shipping hubs and some of our most remote communities drives up prices, making feeding a family a much more expensive undertaking than in the rest of the country.",504
"Our Conservative Government is committed to helping people in Northern communities enjoy the kind of healthy diet all Canadians enjoy,",504
"and has invested significantly in the Nutrition North program, which subsidizes the cost of food shipped to communities in northern Canada.",504
But the program can be improved.,504
A re-elected Conservative Government will require that all retailers have a point-of-sale system for the Nutrition North program so that Northern customers can clearly see on their grocery receipts how and when the Nutrition North subsidy is applied.,403
We'll also extend the Nutrition North Program to 40 additional communities.,504
A key part of Canada's Northern Strategy is the devolution of power related to lands and resources to northern governments.,301
"In Yukon and the Northwest Territories, which have reached agreements with the federal government to achieve this, significant prosperity, growth and opportunity have followed.",410
€“ it's about giving the people of the North more say in their own future," and greater control over their own destiny."""
A re-elected Conservative Government will commit to completing the devolution of land and resource powers to the Government of Nunavut over the next four years.,301
A strong and prosperous North is key to a strong and prosperous Canada.,410
"This is why our Government has worked hard to promote economic development in the North through an unprecedented number of important investments in infrastructure, including airports, marine facilities, and roads.",411
These investments benefit Northerners in real and significant ways.,411
"First, making it more efficient to transport goods brings down prices, and lower prices make it easier to live, work and raise a family in the North.",411
"Second, investments in infrastructure create new jobs and opportunities for Northerners.",411
Better infrastructure also improves Northerners' quality of life by making it easier and safer to get around.,411
"A re-elected Conservative Government will build on its record of infrastructure investment by improving the section of Highway 5 running through Wood Buffalo National Park and connecting Hay River to Fort Smith, NWT widening it, replacing drainage culverts, and hard-surfacing the last 68-kilometre stretch that currently remains a gravel road.",411
A re-elected Conservative Government will continue to support the Strategic Investments in Northern Economic Development program to finance economic development projects in the territories.,402
And we'll also continue to support the Northern Project Management Office to foster a more stable and attractive investment climate for resource development in the territories.,402
AT RISK,NA
"Our low-tax, balanced budget plan has protected Canada's economy in the face of global economic turmoil.",414
Canada's economic growth and job-creation record has been world-leading but conditions remain fragile and external risks threaten our financial security.,414
"Now is not the time to take our country in the wrong direction a direction we know would expose our fragile economy,",414
"cost Canadians money,",414
and put their jobs at risk.,414
"Given the chance, the Liberals and NDP would expose Canada's fragile economy by:   Raising general taxes on job-creating businesses by billions of dollars.",305
Hiking payroll taxes on small businesses by billions more.,305
Imposing billions of dollars in carbon taxes on Canadian businesses that will put them at a major competitive disadvantage,305
and raise the price of everything for Canadian consumers.,305
Abandoning efforts to open up new markets for Canadian products.,305
Blocking resource development so that Canada's energy resources will stay in the ground instead of being developed responsibly to generate investment and jobs.,305
Siding with environmental special interest groups at the expense of Canada's forestry and mining sectors and their workers.,305
Re-establishing the Canadian Wheat Board monopoly to limit choice and opportunity for Western grain farmers.,305
Running up budget deficits,305
"and accumulating significant new debt that will undermine investor confidence,",305
"set Canada's economy back,",305
and impose a heavy burden on future generations.,305
OUR CONSERVATIVE PLAN FOR HARD-WORKING FAMILIES AND SENIORS,NA
"To protect our economy and help families, a re-elected Conservative Government will:   Establish a new, permanent Home Renovation Tax Credit",504
Increase the First-Time Home Buyers' Plan by 40 percent,706
"Aim to add over 700,000 new homeowners by 2020",706
Double grants for low- and middle-income families saving for their children's education,506
Provide new tax relief for single and widowed seniors,504
Expand grants for families with disabled children,504
"Families are the bedrock of our communities, and, by extension, our country.",603
"When families thrive, Canada thrives.",603
It's always been our goal to make Canada the best country in the world in which to raise a family.,603
"Now raising a family is hard work, and we believe it's work best left to the experts: Mom and Dad.",603
"We believe that in a Canada of low taxes, good jobs, safe streets and the opportunity to prosper, they can do the rest and that's what we're delivering.",603
"That's why, when it comes to taxes, our Conservative Government is committed to taking as little as possible, and giving back as much as we can especially to lower- and middle-income families.",503
"In fact, the federal tax burden is now at the lowest level in over 50 years.",503
This principle has been at the heart of our Conservative Government's agenda since taking office.,503
It's why we:   Lowered the GST from seven to six to five percent.,503
"Established, and then enhanced, the monthly Universal Child-Care Benefit.",504
Provided tax relief for families who put their children in sports and arts programs.,502
"Granted tax relief for scholarships, bursaries, and textbooks to Canadian students.",506
Extended tax relief for public transit users.,504
Brought in Pension Income Splitting and other new tax relief for Canadian seniors.,505
Enacted and expanded Tax-Free Savings Accounts.,402
"Introduced the $2,000 Family Tax Cut for families with children.",505
"As a result of our Conservative plan, the typical Canadian family now has more than $6,600 in their pockets every year real benefits, real relief, that they can count on.",505
"We understand the financial pressure that families face, and we're focused on helping these families make ends meet.",505
"Our plan leaves every family with children with more money in their pockets to spend on their priorities,",505
and the long-term financial security to pursue those priorities with confidence.,505
"We want every family to succeed,",505
and we'll help by lowering their taxes and giving them the freedom to choose what's best for them.,505
And that's what a re-elected Conservative Government will continue to do.,505
"We'll pass legislation imposing a tax lock€ on increases to federal income tax rates and sales tax rates, and discretionary payroll taxes over the next four years.",505
This pledge backs our low-tax commitment with the force of the law.,505
THE FAMILY HOME,NA
"For most Canadians, the family home is their biggest asset and their most significant investment in their future financial security.",706
"It's also the focus of their lives where they raise their children, relax with friends and family, and enjoy their golden years.",706
"That's why our Conservative Government believes it's vitally important to help Canadians become homeowners,",706
"to help them maintain and increase the value of their homes,",706
and to make changes through renovations as their needs and circumstances evolve.,706
"Our plan for affordable, responsible homeownership is working.",305
Canada now has one of the highest homeownership rates in the world and exceeds that of the United States for the first time in decades.,305
Homeownership is a key way to support Canadian families.,706
And there's more we can do to help aspiring homeowners buy and invest in their homes.,706
"A re-elected Conservative Government will set a target to add more than 700,000 new homeowners by 2020.",706
"If this goal for affordable, responsible homeownership is reached, we'll see the number of Canadian homeowners exceed 10 million.",706
The Home Buyers' Plan allows aspiring homeowners to make tax-free withdrawals from their Registered Retirement Savings Plans to finance the purchase or new construction of their first home.,706
"In 2009, our Conservative Government increased the allowable withdrawal from $20,000 to $25,000 the first increase since the program was established a generation earlier.",706
"This has become an important method of financing for first-time homeowners, benefiting almost 200,000 Canadians a year.",706
"A re-elected Conservative Government will raise the Home Buyers' Plan limit once again, from $25,000 to $35,000.",706
With this increase we will continue to help families achieve the pride and stability of having a place to call their own.,706
"The Home Renovation Tax Credit, originally established by our Government in 2009 as a temporary measure, was a resounding success.",305
"About one in every three households took advantage of this program, saving more than three million Canadians, on average, more than $700 each.",305
"It also pumped $4.3 billion into our national economy, in tough economic times.",305
"It was such a success story so good for Canadian families, and so good for the Canadian economy that a re-elected Conservative Government will enact a new permanent Home Renovation Tax Credit, available each year for substantial home renovation expenses up to $2,500, beginning in January 2017, and $5,000, beginning in January 2019.",504
"Given the importance of homeownership, our Government wants to make sure it remains a dream within reach for the average Canadian family.",706
"Some reports have suggested that speculative foreign non-resident buyers are a significant factor in driving homes out of the price range of average families, especially in Vancouver and Toronto.",403
"If speculators are driving up the cost of housing to unaffordable levels, that's something the government can and should address.",403
"Other countries, like Australia, have put in place regulations that limit the ability of foreign buyers to purchase existing houses for investment purposes.",403
"A re-elected Conservative Government will compile comprehensive data on the acquisition of Canadian real estate by foreign non-residents and temporary residents,",403
"and, if this is contributing to putting the dream of homeownership out of reach of Canadians, we'll work in coordination with provincial governments to take the appropriate action.",301
SAVING FOR A CHILD'S EDUCATION,NA
Part of ensuring Canadian children get the best possible start in life is helping their parents begin saving for their future education.,506
"Our Conservative Government has a solid record of making it easier for families to save and prepare for their children's education,",305
"including providing tax relief on scholarships and bursaries,",506
and targeting student grants to low- and middle-income students.,506
One of the ways we've helped families is through Registered Education Savings Plans.,506
These plans allow Canadians to invest money tax-free until it's time to pay that first tuition bill.,506
"Because we realize how important this is, our Conservative Government has contributed significantly to Canadian families' RESPs, through matching grants.",506
"In 2014, we helped 2.59 million children invest in their future, including 900,000 children from low- and middle-income families who received enhanced, targeted grants.",506
But we want to help even more.,506
A re-elected Conservative Government will:   Double the enhanced grant for middle-income families from 10 cents to 20 cents per dollar on the first $500 contributed each year.,506
Double the enhanced grant for lower-income families from 20 cents to 40 cents per dollar on the first $500 contributed each year.,506
"$2,200 more per student or roughly a half year's tuition costs in additional government support, assuming a reasonable rate of return.",506
"This new commitment builds on policies in our Economic Action Plan 2015 that will make life easier and more affordable for post-secondary students and their families including:   Eliminating in-study income from the Canada Student Loans Program assessment so that students can work, earn money, and gain valuable experience while studying without affecting their loan eligibility helping 87,000 students per year.",506
"Reducing the expected parental contributions from the Canada Student Loans Program assessment to better recognize the financial realities faced by Canadian families increasing support to approximately 92,000 students.",506
"Expanding the number of low- and middle-income students eligible for the Canada Student Grant program by making these grants applicable to short-term, vocational programs.",506
SAVING FOR A SECURE RETIREMENT,NA
"Canadians know the value of saving, whether it's for a car, for college or university, for a family vacation, or just for a rainy day.",706
"And we believe in encouraging Canadians to save, which is why we've expanded significantly their ability to do so.",706
"No two families are exactly alike, and imposing a one-size-fits-all approach to saving would be wrong for Canada and wrong for Canadians.",706
"Instead, we're making it easier for Canadians to save money in whatever way works best for them and their families.",706
"We want all Canadians to be able to dream big, knowing their hard-earned money will be there for them when they need it.",706
Saving for retirement is major priority for Canadians.,706
That's why our Conservative Government has consistently lowered taxes to leave Canadians with more take-home pay and expanded the range of voluntary options for them to save for their future.,706
Tax-Free Savings Accounts (TFSAs) have become the single most important personal savings vehicle in decades.,706
Nearly 11 million Canadians have opened an account and the total value of assets held is about $120 billion.,706
"Low- and middle-income Canadians have have benefited significantly about half of TFSA holders earned less than $42,000.",706
Put simply: TFSAs have become a place where almost one in three Canadians keep and grow their dreams.,706
"A re-elected Conservative Government will protect the TFSA and the recent doubling of the annual contribution limit to $10,000 per year.",402
We'll also take further steps to help Canadians save for retirement and to lower taxes on Canadian seniors by:   Giving seniors significantly greater flexibility in managing their retirement income by reducing the minimum withdrawal requirements for Registered Retirement Income Funds.,504
"Raising the Lifetime Capital Gains Exemption from $500,000 to 750,000 to $800,000 and indexing it.",504
We'll raise it to $1 million for farmers and fishermen to help them with succession planning and their retirement.,703
Consulting with Canadians on how to supplement the range of savings options with voluntary Canada Pension Plan contributions.,504
TAX RELIEF FOR SINGLE AND WIDOWED SENIORS,NA
"Canadian seniors have earned our gratitude for a lifetime of hard work in service to our families, our communities, and our country.",706
"They have helped make Canada the strong and prosperous country that it is today,",706
and they deserve to enjoy their senior years in dignity and financial security.,504
"Our Conservative Government has cut taxes and is making life more affordable for Canadian seniors, including single and widowed seniors.",504
"We've:   Introduced Tax-Free Savings Accounts (TFSAs), which 2.7 million Canadian have now opened.",402
"Income earned and withdrawals from TFSAs don't affect eligibility for the Age Credit, Old Age Security, and the Guaranteed Income Supplement.",504
"Enhanced the TFSA in 2015 to allow Canadians to contribute up to $10,000 each year, with seniors to receive 60 percent of the benefits from this new contribution limit.",504
"Enacted Pension Income Splitting for seniors to benefit more than 2.2 million Canadian seniors each year, with average federal tax relief of $900 annually.",504
Improved the rules for Registered Retirement Income Funds to allow seniors to preserve more of their retirement savings.,504
"Increased the Age Credit amount by $2,000, to provide up to $1,055 in annual tax relief for seniors.",504
Announced the biggest increases in a generation to the Guaranteed Income Supplement to help Canada's most vulnerable seniors.,504
"Doubled, to $2,000, the maximum amount of income eligible for the Pension Income Credit.",504
"Created, in 2015, a new, permanent Home Accessibility Tax Credit for seniors that provides up to $1,500 in tax relief each year.",504
"The results of our low-tax, balanced budget plan for Canada's seniors are clear.",305
"Since 2006, we have cut taxes on Canadian seniors by $3 billion each and every year.",504
"Almost 400,000 seniors have been removed from the tax rolls completely.",504
"And now a single senior can earn at least $20,360 and a senior couple at least $40,720 before paying any federal income tax.",504
Yet single and widowed seniors are among Canada's most vulnerable citizens and face unique financial challenges.,706
The cost of living can be high for single seniors living on a fixed income.,706
"And when a senior becomes widowed, he or she can lose access to some benefits their spouse received and can face difficult financial circumstances as a result.",706
"In response, a re-elected Conservative Government will establish an equivalent-to-spouse€ Pension Income Credit for single and widowed seniors.",706
"This $2,000 Single Seniors Tax Credit will extend tax relief to nearly 1.6 million single and widowed seniors.",706
"Through this new tax relief, our Conservative Government is making an affordable, targeted commitment to Canada's single seniors, who deserve our respect and financial support.",706
HELP FOR CANADIANS WITH DISABILITIES,NA
The moms and dads who care for a child with a disability make incredible sacrifices and carry tremendous workloads in the name of love.,705
"For these families, making sure a loved one with a disability is financially secure is a real concern.",705
We have a responsibility to help ensure that their kids lead lives as fulfilling as any other Canadian.,705
"That's why, in 2008, thanks to the vision of the late Jim Flaherty, our Conservative Government established Registered Disability Savings Plans.",705
"These plans allow the families of children with disabilities, and those children themselves as they grow up, to set aside money for the future in a place where it can grow with them, tax-free, until it's needed.",705
"Canadians have opened nearly 105,000 of these accounts since then and through the Canada Disability Savings Grant and the Canada Disability Savings Bond programs, we've added more than $1 billion to their savings.",705
But we can do more.,705
"A re-elected Conservative Government will increase the maximum annual grant for low- and middle-income families from $3,500 to $4,000.",504
"This means that these families will now receive a matching grant of $4 for every $1 contributed, on the first $500 they contribute each year.",504
"We'll also continue to work with the provinces and Canada's financial institutions to improve the administration of the RDSP program,",303
and to expand the range of investment options for RDSP holders.,504
"We'll take these additional steps because when your loved one's future is financially secure, you're better able to focus on the important things that matter in the present.",705
This measure builds on our record of helping Canadians with disabilities fulfill their potential.,705
A re-elected Conservative Government will continue to support our three-year partnership with the Canadian Association of Community Living to help connect people with developmental disabilities with jobs.,705
We'll also continue our four-year partnership with the Sinneave Family Foundation and Autism Speaks Canada to expand vocational training programs for people with Autism Spectrum Disorder.,411
And we'll continue to support the Autism Spectrum Disorder Working Group's work to develop a Canadian Autism Partnership.,705
We'll be ready to support the initiative in areas of federal jurisdiction once the development work is complete.,705
SUPPORTING EVERY FAMILY,NA
Families come in different shapes and sizes and have different needs.,706
Our Conservative Government has consistently supported all families we think that's real fairness.,706
This support includes adoptive families.,706
"About 3,000 children are adopted in Canada every year but, at any given time, there are about 30,000 children within this country alone in need of stable homes filled with love,",706
and thousands of Canadian families waiting to invite them into their hearts and lives.,706
We recognize that adoption costs can be high and in some cases prohibitive for families.,706
That's why we've:   Expanded the Adoption Expense Tax Credit.,504
Extended EI parental benefits to foster parents who choose to adopt.,504
Cut backlogs and wait times for adopted children as part of our immigration reforms.,303
We'll continue to support adoptive families in giving children a loving home.,504
"A re-elected Conservative Government will increase our support for these caring Canadians, by increasing the amount eligible for the Adoption Expense Tax Credit from $15,000 to $20,000 per child,",504
and by making this tax credit fully refundable.,504
"The birth of a new baby is an exciting time for all involved, especially moms and dads.",706
It's also a period of tremendous change for parents as they adjust their work and home lives to the new responsibilities of parenthood.,706
Our Conservative Government wants to support parents during this critically important period.,504
Increasing job flexibility is one way to support moms and dads who want to spend as much time as possible with their babies as they grow and take their first steps.,504
Some parents also see the transition to parenthood as a good time to pursue their entrepreneurial instincts.,504
That's why a re-elected Conservative Government will:   Expand Employment Insurance maternity and parental benefits and federal leave provisions to increase flexibility for new parents and encourage those with self-employment goals.,504
"New parents in federally regulated sectors will be provided with job protection to care for a baby up to 18 months of age, allowing workers to take up to 6 months of additional unpaid leave.",504
"Parents can opt to receive their EI parental benefits at the full rate for up to 35 weeks,",504
or they can extend those payments at a lesser rate up to a maximum of 61 weeks.,504
"When combined with other EI maternity leave, this can provide parents with a stream of income for 18 months while caring for their babies.",504
"A new two-year pilot project will be established to allow parents to earn self-employment income, without impacting EI maternity or parental benefits, up to 100% of the weekly EI maximum insurable earnings threshold.",504
Women receiving EI maternity benefits will also be able to earn employment income under the Working While on Claim pilot project.,504
This is currently permitted for those receiving EI parental benefits.,504
We'll also continue to support choice in childcare and help families make whatever arrangements are right for them.,706
This is the underlying basis for our monthly Universal Child Care Benefit,504
and our other support for childcare including the Child Care Expense Deduction.,504
"A re-elected Conservative Government will implement our plan to increase the Child Care Expense Deduction by $1,000, beginning this year.",504
